Season,Date,Date_yyyy_mm_dd,Site ,Standard_Site_Code,Sample_Type,Species,MNR_Species_Code,Fish_Number,Sample_ID,Number_of_Individuals,Fork_Length_mm,Fork_Length_per_individual_mm,Total_Length_mm,Total_Length_per_individual_mm,Weight_lb,Weight_g ,Weight_per_individual_lb ,Weight_per_individual_g,Kept,Sex,SI_tissue_taken,Stomach_Contents,Pass_Number,Pria_Fish_Number,Notes
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,31,HC2-18-CC-31,1,60,60,64,64,0.0055,2.5,0.005512,2.5,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,32,HC2-18-CC-32,1,52,52,55,55,0.0033,1.5,0.003307,1.5,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,33,HC2-18-CC-33,1,58,58,61,61,0.0044,2,0.004409,2,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,34,HC2-18-CC-34,1,58,58,61,61,0.0055,2.5,0.005512,2.5,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,35,HC2-18-CC-35,1,85,85,92,92,0.0165,7.5,0.016535,7.5,Y,IM,Y,insects,1,Pria_9,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,36,HC2-18-CC-36,1,37,37,40,40,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,37,HC2-18-CC-37,1,40,40,42,42,0.0022,1,0.002205,1,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,38,HC2-18-CC-38,1,56,56,60,60,0.0044,2,0.004409,2,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,39,HC2-18-CC-39,1,39,39,41,41,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,40,HC2-18-CC-40,1,83,83,88,88,0.0132,6,0.013228,6,Y,M,Y,"insects, parasite",1,Pria_10,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,41,HC2-18-CC-41,1,98,98,105,105,0.0243,11,0.024251,11,Y,IM,Y,"insects, parasite",1,Pria_11,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,42,HC2-18-CC-42,1,40,40,44,44,0.0022,1,0.002205,1,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,43,HC2-18-CC-43,1,78,78,84,84,0.0121,5.5,0.012125,5.5,Y,IM,Y,insects,1,Pria_12,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,44,HC2-18-CC-44,1,85,85,91,91,0.0154,7,0.015432,7,Y,M,Y,"algae, insect",1,Pria_13,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,45,HC2-18-CC-45,1,80,80,85,85,0.0132,6,0.013228,6,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,46,HC2-18-CC-46,1,125,125,132,132,0.0507,23,0.050706,23,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,47,HC2-18-CC-47,1,101,101,111,111,0.0287,13,0.02866,13,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,48,HC2-18-CC-48,1,92,92,95,95,0.0198,9,0.019842,9,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,49,HC2-18-CC-49,1,75,75,80,80,0.011,5,0.011023,5,Y,M,Y,"algae, insect",1,Pria_14,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,50,HC2-18-CC-50,1,102,102,109,109,0.0254,11.5,0.025353,11.5,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,51,HC2-18-CC-51,1,85,85,86,86,0.0132,6,0.013228,6,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,52,HC2-18-CC-52,1,85,85,90,90,0.0187,8.5,0.018739,8.5,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,53,HC2-18-CC-53,1,56,56,91,91,0.0209,9.5,0.020944,9.5,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,54,HC2-18-CC-54,1,83,83,60,60,0.0044,2,0.004409,2,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,55,HC2-18-CC-55,1,68,68,88,88,0.0154,7,0.015432,7,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,56,HC2-18-CC-56,1,92,92,72,72,0.0055,2.5,0.005512,2.5,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,57,HC2-18-CC-57,1,60,60,98,98,0.022,10,0.022046,10,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,58,HC2-18-CC-58,1,72,72,65,65,0.0066,3,0.006614,3,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,59,HC2-18-CC-59,1,33,33,76,76,0.0088,4,0.008818,4,Y,IM,Y,"insects, parasite, white goo",1,Pria_15,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,60,HC2-18-CC-60,1,30,30,67,67,0.0066,3,0.006614,3,Y,IM,Y,"insects, parasite",1,Pria_16,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,61,HC2-18-CC-61,1,60,60,63,63,0.0055,2.5,0.005512,2.5,Y,IM,Y,"parasite, empty",1,Pria_17,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,62,HC2-18-CC-62,1,87,87,92,92,0.0165,7.5,0.016535,7.5,Y,IM,Y,"insects, parasite",2,Pria_18,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,63,HC2-18-CC-63,1,98,98,105,105,0.0243,11,0.024251,11,Y,IM,Y,"insects, parasite, white goo",2,Pria_19,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Individual,CC,212,64,HC2-18-CC-64,1,135,135,144,144,0.0661,30,0.066139,30,Y,M,Y,"insects, parasite, white goo",2,Pria_20,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,11,35,35,37,37,0.0099,4.5,0.000902,0.4,N,NA,NA,NA,2,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,14,63,63,35,35,0.011,5,0.000787,0.4,N,NA,NA,NA,3,NA,
Summer,01/08/2018,2018-08-01,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,19,27,27,29,29,0.0055,2.5,0.00029,0.1,N,NA,NA,NA,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,1,EP42-18-BND-1,1,76,76,80,80,0.0121,5.5,0.012125,5.5,Y,M,Y,algae,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,2,EP42-18-BND-2,1,49,49,52,52,0.0033,1.5,0.003307,1.5,Y,IM,Y,algae,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,3,EP42-18-BND-3,1,43,43,45,45,0.0022,1,0.002205,1,Y,UNK,Y,UNK,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,4,EP42-18-BND-4,1,50,50,51,51,0.0033,1.5,0.003307,1.5,Y,IM,Y,algae,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,5,EP42-18-BND-5,1,44,44,47,47,0.0022,1,0.002205,1,Y,IM,Y,algae,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,6,EP42-18-BND-6,1,44,44,47,47,0.0022,1,0.002205,1,Y,IM,Y,detritus,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,7,EP42-18-BND-7,1,47,47,49,49,0.0033,1.5,0.003307,1.5,Y,IM,Y,Unidentifiable,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,8,EP42-18-BND-8,1,35,35,37,37,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,9,EP42-18-BND-9,1,23,23,23.5,23.5,too small,<0.5,too small,<0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,10,EP42-18-BND-10,1,76,76,81,81,0.0121,5.5,0.012125,5.5,Y,M,Y,plant matter/insects,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,11,EP42-18-BND-11,1,46,46,49,49,0.0022,1,0.002205,1,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,12,EP42-18-BND-12,1,29,29,30,30,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,13,EP42-18-BND-13,1,40,40,42,42,0.0022,1,0.002205,1,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,14,EP42-18-BND-14,1,38,38,40,40,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,15,EP42-18-BND-15,1,72,72,77,77,0.011,5,0.011023,5,Y,F,Y,empty,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BND,630,16,EP42-18-BND-16,1,UNK,UNK,UNK,UNK,UNK,UNK,UNK,UNK,Y,F,Y,detritus,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,67,NA,NA,UNK,UNK,0.0728,33,0.001086,0.5,N,NA,NA,NA,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,1,EP42-18-BS-1,1,NA,NA,47,47,0.0033,1.5,0.003307,1.5,Y,M,Y,gastropod/rocks,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,2,EP42-18-BS-2,1,NA,NA,36,36,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,3,EP42-18-BS-3,1,NA,NA,38,38,0.0011,0.5,0.001102,0.5,Y,IM,Y,detritus/worm,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,4,EP42-18-BS-4,1,NA,NA,38,38,0.0011,0.5,0.001102,0.5,Y,IM,Y,algae,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,5,EP42-18-BS-5,1,NA,NA,41,41,0.0011,0.5,0.001102,0.5,Y,M,Y,algae/insect,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,6,EP42-18-BS-6,1,NA,NA,41,41,0.0011,0.5,0.001102,0.5,Y,IM,Y,detritus,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,7,EP42-18-BS-7,1,NA,NA,35,35,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,8,EP42-18-BS-8,1,NA,NA,33,33,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,9,EP42-18-BS-9,1,NA,NA,35,35,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,10,EP42-18-BS-10,1,NA,NA,30,30,too small,<0.5,too small,<0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,33,NA,NA,UNK,UNK,0.0176,8,0.000534,0.2,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,11,EP42-18-BS-11,1,NA,NA,41,41,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,12,EP42-18-BS-12,1,NA,NA,39,39,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,13,EP42-18-BS-13,1,NA,NA,43,43,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,33,NA,NA,UNK,UNK,0.0485,22,0.00147,0.7,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,14,EP42-18-BS-14,1,NA,NA,56,56,0.0044,2,0.004409,2,Y,IM,Y,algae,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,15,EP42-18-BS-15,1,NA,NA,53,53,0.0033,1.5,0.003307,1.5,Y,M,Y,detritus,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,16,EP42-18-BS-16,1,NA,NA,44,44,0.0022,1,0.002205,1,Y,IM,Y,gastropod/algae,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,17,EP42-18-BS-17,1,NA,NA,36,36,0.0011,0.5,0.001102,0.5,Y,IM,Y,UNK,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,18,EP42-18-BS-18,1,NA,NA,49,49,0.0022,1,0.002205,1,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,19,EP42-18-BS-19,1,NA,NA,51,51,0.0033,1.5,0.003307,1.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,20,EP42-18-BS-20,1,NA,NA,42,42,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,21,EP42-18-BS-21,1,NA,NA,40,40,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,22,EP42-18-BS-22,1,NA,NA,42,42,0.0022,1,0.002205,1,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,23,EP42-18-BS-23,1,NA,NA,35,35,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,17,NA,NA,UNK,UNK,0.0198,9,0.001167,0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,24,EP42-18-BS-24,1,NA,NA,29,29,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,25,EP42-18-BS-25,1,NA,NA,30,30,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,BS,281,26,EP42-18-BS-26,1,NA,NA,20,20,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,32,NA,NA,UNK,UNK,0.0198,9,0.00062,0.3,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,1,EP42-18-CC-1,1,104,104,110,110,0.032,14.5,0.031967,14.5,Y,F,Y,detritus/insects,1,Pria_1,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,CC,212,Bulk,NA,129,UNK,UNK,UNK,UNK,0.0595,27,0.000461,0.2,N,NA,NA,NA,1,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,2,EP42-18-CC-2,1,136,136,144,144,0.0717,32.5,0.07165,32.5,Y,M,Y,detritus,2,Pria_2,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,3,EP42-18-CC-3,1,110,110,112,112,0.0353,16,0.035274,16,Y,F,Y,detritus/insects,2,Pria_3,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,CC,212,Bulk-2,NA,60,UNK,UNK,UNK,UNK,0.0231,10.5,0.000386,0.2,N,NA,NA,NA,UNK,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,4,EP42-18-CC-4,1,24,24,26,26,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,5,EP42-18-CC-5,1,27,27,29,29,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,6,EP42-18-CC-6,1,27,27,29,29,too small,<0.5,too small,<0.5,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,7,EP42-18-CC-7,1,164,164,172,172,0.1202,54.5,0.120152,54.5,Y,M,Y,detritus/insects/parasitic worm,3,Pria_4,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,CC,212,Bulk-3,NA,12,UNK,UNK,UNK,UNK,0.0011,0.5,0.000092,0,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Bulk,CC,212,Bulk-4,NA,34,UNK,UNK,UNK,UNK,0.0132,6,0.000389,0.2,N,NA,NA,NA,3,NA,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,8,EP42-18-CC-8,1,132,132,137,137,0.0595,27,0.059525,27,Y,F,Y,detritus/insects,3,Pria_5,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,9,EP42-18-CC-9,1,130,130,136,136,0.0617,28,0.061729,28,Y,F,Y,detritus/insects/white goo,Spot Check,Pria_6,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,10,EP42-18-CC-10,1,90,90,97,97,0.0187,8.5,0.018739,8.5,Y,M,Y,detritus/insects,Spot Check,Pria_7,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,11,EP42-18-CC-11,1,128,128,134,134,0.0573,26,0.05732,26,Y,F,Y,insects/worm,Spot Check,Pria_8,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,12,EP42-18-CC-12,1,91,91,96,96,0.022,10,0.022046,10,Y,F,Y,insects,Spot Check,Pria_9,
Summer,31/07/2018,2018-07-31,Perl 4,per4.f,Individual,CC,212,13,EP42-18-CC-13,1,113,113,120,120,0.0364,16.5,0.036376,16.5,Y,F,Y,insects,Spot Check,Pria_10,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Bulk,BS ,281,NA,NA,63,NA,NA,UNK,UNK,0.0198,9,0.000315,0.1429,N,NA,N,NA,1,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Bulk,BS ,281,NA,NA,30,NA,NA,UNK,UNK,0.0088,4,0.000294,0.1333,N,NA,N,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,1,AT2-18-CC-1,1,110,110,115,115,0.0364,16.5,0.036376,16.5,Y,M,Y,"detritus, fish, insects",1,Pria_1,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,2,AT2-18-CC-2,1,67,67,71,71,0.0099,4.5,0.009921,4.5,Y,IM,Y,"detritus, insects",1,Pria_2,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,3,AT2-18-CC-3,1,62,62,66,66,0.0088,4,0.008818,4,Y,IM,Y,"detritus, insects",1,Pria_3,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Bulk,CC,212,NA,NA,19,UNK,UNK,UNK,UNK,0.0198,9,0.001044,0.4737,N,NA,N,NA,1,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,23,AT2-18-CC-23,1,66,66,70,70,0.0088,4,0.008818,4,Y,M,Y,detritus,1,Pria_4,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,24,AT2-18-CC-24,1,55,55,57,57,0.0055,2.5,0.005512,2.5,Y,IM,Y,"detritus, insects",1,Pria_5,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,25,AT2-18-CC-25,1,64,64,69,69,0.0088,4,0.008818,4,Y,M,Y,detritus,1,Pria_6,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,26A,AT2-18-CC-26A,1,39,39,41,41,0.0022,1,0.002205,1,Y,IM,Y,empty,1,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,27,AT2-18-CC-27,1,59,59,62,62,0.0066,3,0.006614,3,Y,IM,Y,empty,2,Pria_8,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,28,AT2-18-CC-28,1,64,64,67,67,0.0077,3.5,0.007716,3.5,Y,M,Y,"detritus, insects",2,Pria_9,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,29,AT2-18-CC-29,1,61,61,64,64,0.0066,3,0.006614,3,Y,M,Y,brown goo,2,Pria_10,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,26B,AT2-18-CC-26B,1,49,49,51,51,0.0044,2,0.004409,2,Y,M,Y,detritus,2,Pria_7,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,30,AT2-18-CC-30,1,42,42,44,44,0.0022,1,0.002205,1,Y,UNK,Y,UNK,2,Pria_11,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,31,AT2-18-CC-31,1,35,35,36,36,0.0011,0.5,0.001102,0.5,Y,IM,Y,detritus,2,Pria_12,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,32,AT2-18-CC-32,1,68,68,73,73,0.0099,4.5,0.009921,4.5,Y,M,Y,"detritus, insects",2,Pria_13,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,33,AT2-18-CC-33,1,50,50,51,51,0.0033,1.5,0.003307,1.5,Y,IM,Y,"algae, insects",2,Pria_14,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,34,AT2-18-CC-34,1,41,41,45,45,0.0022,1,0.002205,1,Y,IM,Y,detritus,2,Pria_15,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,35,AT2-18-CC-35,1,43,43,46,46,0.0033,1.5,0.003307,1.5,Y,IM,Y,"algae, insects",2,Pria_16,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,36,AT2-18-CC-36,1,45,45,49,49,0.0033,1.5,0.003307,1.5,Y,IM,Y,"algae, insects",2,Pria_17,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,37,AT2-18-CC-37,1,46,46,49,49,0.0033,1.5,0.003307,1.5,Y,IM,Y,insects,2,Pria_18,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,38,AT2-18-CC-38,1,39,39,41,41,0.0022,1,0.002205,1,Y,IM,Y,insects,2,Pria_19,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,39,AT2-18-CC-39,1,41,41,44,44,0.0022,1,0.002205,1,Y,UNK,Y,UNK,2,Pria_20,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,40,AT2-18-CC-40,1,57,57,60,60,0.0066,3,0.006614,3,Y,UNK,Y,UNK,2,Pria_21,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,CC,212,41,AT2-18-CC-41,1,58,58,55,55,0.0055,2.5,0.005512,2.5,Y,M,Y,"insects, algae",2,Pria_22,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Bulk,WS,163,NA,NA,26,UNK,UNK,UNK,UNK,0.0265,12,0.001018,0.4615,N,NA,N,NA,1,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Bulk,WS,163,NA,NA,5,UNK,UNK,UNK,UNK,0.0044,2,0.000882,0.4,N,NA,N,NA,1,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,32,AT2-18-WS-32,1,44,44,46,46,0.0022,1,0.002205,1,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,33,AT2-18-WS-33,1,52,52,54,54,0.0044,2,0.004409,2,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,34,AT2-18-WS-34,1,49,49,51,51,0.0022,1,0.002205,1,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,35,AT2-18-WS-35,1,39,39,41,41,0.0011,0.5,0.001102,0.5,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,36,AT2-18-WS-36,1,38,38,40,40,0.0011,0.5,0.001102,0.5,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,37,AT2-18-WS-37,1,39,39,41,41,0.0022,1,0.002205,1,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,38,AT2-18-WS-38,1,46,46,49,49,0.0022,1,0.002205,1,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,39,AT2-18-WS-39,1,35,35,36,36,0.0011,0.5,0.001102,0.5,Y,NA,Y,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,40,AT2-18-WS-40,1,UNK,UNK,UNK,UNK,0.0353,16,0.035274,16,N,NA,NA,NA,2,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,41,AT2-18-WS-41,1,47,47,49,49,0.0033,1.5,0.003307,1.5,Y,NA,Y,NA,3,NA,
Summer,27/07/2018,2018-07-27,Taylor,tay.f,Individual,WS,163,42,AT2-18-WS-42,1,46,46,49,49,0.0022,1,0.002205,1,Y,NA,Y,NA,3,NA,
