,date_iD,Date,Site_ID,sample code,subset sample code,lot code (#),provisional ID (order),family ID,abundance,notes,Replicate,small,medium,big,notes
,20/07/2018,2018-06-07,AT,AT-BM-07.06.18,AT-BM-07.06.18-S,AT-BM-07.06.18-S-3,Annelida,,1,,Rep_1,,,,
,20/07/2018,2018-06-07,AT,AT-BM-07.06.18,AT-BM-07.06.18-S,AT-BM-07.06.18-S-4,Gastropoda,,2,,Rep_1,,,,
,2019-07-18,2018-06-07,EP4,EP4-BM-07.06.18,EP4-BM-07.06.18-S,EP4-BM-07.06.18-S1,Diptera,Chironomidae L,292,F6,Rep_1,293,3,,"chirn, dyt, gas"
,2019-07-18,2018-06-07,EP4,EP4-BM-07.06.18,EP4-BM-07.06.18-S,EP4-BM-07.06.18-S2,Coleoptera,Dystiscidae,5,F7,Rep_1,,,,
,2019-07-18,2018-06-07,EP4,EP4-BM-07.06.18,EP4-BM-07.06.18-S,EP4-BM-07.06.18-S3,Diptera ,Chironomidae A,1,F8,Rep_1,,,,
,19/07/2018,2018-06-07,EP4,EP4-BM-07.06.18,EP4-BM-07.06.18-S,EP4-BM-07.06.18-S-1,Diptera,chironomidae L,292,,Rep_1,,,,
,19/07/2018,2018-06-07,EP4,EP4-BM-07.06.18,EP4-BM-07.06.18-S,EP4-BM-07.06.18-S-2,Coleoptera,Dystiscidae,5,,Rep_1,,,,
,19/07/2018,2018-06-07,EP4,EP4-BM-07.06.18,EP4-BM-07.06.18-S,EP4-BM-07.06.18-S-3,diptera,chironomidae A,1,,Rep_1,,,,
,1931-07-18,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S1,Amphipoda,,37,G3,Rep_1,,,,
,1931-07-18,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S2,Diptera,Chironomidae L,38,G4,Rep_1,,,,
,1931-07-18,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S3,Coleoptera,Elmidae,1,G5,Rep_1,,,,
,1931-07-18,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S4,Bivalva,,3,G6,Rep_1,,,,
,31/07/2018,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S-1,Amphipoda,,37,,Rep_1,75,,2,
,31/07/2018,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S-2,diptera,chironomidae L,38,,Rep_1,,,,
,31/07/2018,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S-3,Coleoptera,elmidae,1,,Rep_1,,,,
,31/07/2018,2018-06-07,HC,HC-BM-07.06.18,HC-BM-07.06.18-S,HC-BM-07.06.18-S-4,Bivalva,,3,,Rep_1,,,,
,2015-02-19,2018-06-11,AT,AT-BM-11.06.18,AT-BM-11.06.18-S,AT-BM-11.06.18-S1,Diptera,Chiron Adult ,1,,Rep_1,10,0,0,
,2015-02-19,2018-06-11,AT,AT-BM-11.06.18,AT-BM-11.06.18-S,AT-BM-11.06.18-S2,Annelida,,8,,Rep_1,,,,
,2015-02-19,2018-06-11,AT,AT-BM-11.06.18,AT-BM-11.06.18-S,AT-BM-11.06.18-S3,Coleoptera,,1,,Rep_1,,,,
,2015-02-19,2018-06-11,EP4,EP4-BM-11.06.18,EP4-BM-11.06.18-S,EP4-BM-11.06.18-S1,Diptera,Chironomidae,15,,Rep_1,18,6,0,
,2015-02-19,2018-06-11,EP4,EP4-BM-11.06.18,EP4-BM-11.06.18-S,EP4-BM-11.06.18-S2,Annelida,,10,,Rep_1,,,,
,2015-02-19,2018-06-11,EP4,EP4-BM-11.06.18,EP4-BM-11.06.18-S,EP4-BM-11.06.18-S3,Coleoptera,Curculianidae,1,,Rep_1,,,,
,2015-02-19,2018-06-11,EP4,EP4-BM-11.06.18,EP4-BM-11.06.18-S,EP4-BM-11.06.18-S4,Ephemeroptera,Perlidae,1,,Rep_1,,,,
,2015-02-19,2018-06-11,HC,HC-BM-11.06.18,HC-BM-11.06.18-S,HC-BM-11.06.18-S1,Amphipoda,,60,,Rep_1,85,3,0,
,2015-02-19,2018-06-11,HC,HC-BM-11.06.18,HC-BM-11.06.18-S,HC-BM-11.06.18-S2,Diptera,Chironomidae,21,,Rep_1,,,,
,2015-02-19,2018-06-11,HC,HC-BM-11.06.18,HC-BM-11.06.18-S,HC-BM-11.06.18-S3,Diptera,Simuliidae ,3,,Rep_1,,,,
,2015-02-19,2018-06-11,HC,HC-BM-11.06.18,HC-BM-11.06.18-S,HC-BM-11.06.18-S4,Coleoptera,Elmidae,2,,Rep_1,,,,
,2015-02-19,2018-06-11,HC,HC-BM-11.06.18,HC-BM-11.06.18-S,HC-BM-11.06.18-S5,Gastropoda,,1,,Rep_1,,,,
,2015-02-19,2018-06-11,HC,HC-BM-11.06.18,HC-BM-11.06.18-S,HC-BM-11.06.18-S6,Diptera,Tabanidae,2,,Rep_1,,,,
,2019-02-19,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S1,Coleoptera,Dystiscidae,2,,Rep_1,,,,
,2019-02-19,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S2,Diptera,Chironomidae,3,,Rep_1,,,,
,2019-02-19,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S3,Gastropoda,,9,,Rep_1,,,,
,2019-02-19,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S4,Ephemeroptera,Heptageniidae,1,,Rep_1,,,,
,2019-02-19,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S5,Diptera,Brachycera,1,,Rep_1,,,,
,20/02/2019,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S1,Coleoptera,Dystiscidae,2,,Rep_1,11,5,,
,20/02/2019,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S2,Diptera,Chironomidae,3,,Rep_1,,,,
,20/02/2019,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S3,Gastropoda,,9,,Rep_1,,,,
,20/02/2019,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S4,Ephemeroptera,Heptageniidae,1,,Rep_1,,,,
,20/02/2019,2018-06-14,AT,AT-BM-14.06.18,AT-BM-14.06.18-S,AT-BM-14.06.18-S5,Diptera,Brachycera,1,,Rep_1,,,,
,2019-02-19,2018-06-14,EP4,EP4-BM-14.06.18,EP4-BM-14.06.18-S,EP4-BM-14.06.18-S1,Diptera,Chironomidae,202,,Rep_1,204,0,0,
,2019-02-19,2018-06-14,EP4,EP4-BM-14.06.18,EP4-BM-14.06.18-S,EP4-BM-14.06.18-S2,Amphipoda,,1,,Rep_1,,,,
,2019-02-19,2018-06-14,EP4,EP4-BM-14.06.18,EP4-BM-14.06.18-S,EP4-BM-14.06.18-S3,Diptera,Simuliidae ,1,,Rep_1,,,,
,2019-02-19,2018-06-14,HC,HC-BM-14.06.18,HC-BM-14.06.18-S,HC-BM-14.06.18-S1,Diptera,Chironomidae,2,,Rep_1,4,0,0,
,2019-02-19,2018-06-14,HC,HC-BM-14.06.18,HC-BM-14.06.18-S,HC-BM-14.06.18-S2,Amphipoda,,2,,Rep_1,,,,
,24/04/2019,2018-06-18,AT,AT-BM-18.06.18,AT-BM-18.06.18-S,AT-BM-18.06.18-S1,Gastropoda,,13,,Rep_1,20,2,,
,24/04/2019,2018-06-18,AT,AT-BM-18.06.18,AT-BM-18.06.18-S,AT-BM-18.06.18-S2,Diptera,Chironomidae,3,,Rep_1,,,,
,24/04/2019,2018-06-18,AT,AT-BM-18.06.18,AT-BM-18.06.18-S,AT-BM-18.06.18-S3,Annelida,,7,,Rep_1,,,,
,24/04/2019,2018-06-18,EP4,EP4-BM-18.06.18,EP4-BM-18.06.18-S,EP4-BM-18.06.18-S1,Diptera,Chironomidae,167,,Rep_1,162,1,,
,24/04/2019,2018-06-18,EP4,EP4-BM-18.06.18,EP4-BM-18.06.18-S,EP4-BM-18.06.18-S2,Coleoptera,Dystiscidae,1,,Rep_1,,,,
,2019-02-28,2018-06-18,HC,HC-BM-18.06.18,HC-BM-18.06.18-S,HC-BM-18.06.18-S1,Amphipoda,,78,,Rep_1,84,2,,
,2019-02-28,2018-06-18,HC,HC-BM-18.06.18,HC-BM-18.06.18-S,HC-BM-18.06.18-S2,Hemiptera,Cicadellidae,1,,Rep_1,,,,
,2019-02-28,2018-06-18,HC,HC-BM-18.06.18,HC-BM-18.06.18-S,HC-BM-18.06.18-S3,Diptera,Tabanidae,1,,Rep_1,,,,
,2019-02-28,2018-06-18,HC,HC-BM-18.06.18,HC-BM-18.06.18-S,HC-BM-18.06.18-S4,Coleoptera,Elmidae,3,,Rep_1,,,,
,2019-02-28,2018-06-18,HC,HC-BM-18.06.18,HC-BM-18.06.18-S,HC-BM-18.06.18-S5,Tricoptera,hydopsychidae,1,,Rep_1,,,,
,22/04/2019,2018-06-21,AT,AT-BM-21.06.18,AT-BM-21.06.18-S,AT-BM-21.06.18-S1,Gastropoda,,36,,Rep_1,13,21,7,
,22/04/2019,2018-06-21,AT,AT-BM-21.06.18,AT-BM-21.06.18-S,AT-BM-21.06.18-S2,Bivalva,,1,,Rep_1,,,,
,22/04/2019,2018-06-21,AT,AT-BM-21.06.18,AT-BM-21.06.18-S,AT-BM-21.06.18-S3,Diptera,Chironomidae,2,,Rep_1,,,,
,22/04/2019,2018-06-21,AT,AT-BM-21.06.18,AT-BM-21.06.18-S,AT-BM-21.06.18-S4,Diptera,Tabanidae,1,,Rep_1,,,,
,22/04/2019,2018-06-21,AT,AT-BM-21.06.18,AT-BM-21.06.18-S,AT-BM-21.06.18-S5,Isopoda,,1,,Rep_1,,,,
,22/04/2019,2018-06-21,EP4,EP4-BM-21.06.18,EP4-BM-21.06.18,EP4-BM-21.06.18,Diptera,Chironomidae,76,,Rep_1,5,53,,
,22/04/2019,2018-06-21,HC,HC-BM-21.06.18,HC-BM-21.06.18-S,HC-BM-21.06.18-S1,Amphipoda,,37,,Rep_1,40,4,,
,22/04/2019,2018-06-21,HC,HC-BM-21.06.18,HC-BM-21.06.18-S,HC-BM-21.06.18-S2,Diptera,Chironomidae,9,,Rep_1,,,,
,19/03/2019,2018-06-25,EP4,EP4-BM-25.06.18,EP4-BM-25.06.18-S,EP4-BM-25.06.18-S-1,diptera,chironomidae,138,,Rep_1,,,,
,19/03/2019,2018-06-25,EP4,EP4-BM-25.06.18,EP4-BM-25.06.18-S,EP4-BM-25.06.18-S-2,Gastropoda,,15,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-1,Amphipoda,,22,,Rep_1,34,2,1,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-2,diptera,chironomidae,4,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-3,Gastropoda,,3,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-4,Bivalva,,7,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-5,Coleoptera,elmidae,1,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-6,Gastropoda,,8,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-7,Isopoda,,1,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-8,diptera,chironomidae,3,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-9,Hemiptera,corixidae,1,,Rep_1,,,,
,09/03/2019,2018-06-25,HC,HC-BM-25.06.18,HC-BM-25.06.18-S,HC-BM-25.06.18-S-10,Coleoptera,dytiscidae,1,,Rep_1,,,,
,05/02/2019,2018-06-28,AT,AT-BM-28.06.18,AT-BM-28.06.18-S,AT-BM-28.06.18-S1,Hemiptera,corixidae,48,,Rep_1,10,42,,
,05/02/2019,2018-06-28,AT,AT-BM-28.06.18,AT-BM-28.06.18-S,AT-BM-28.06.18-S2,Gastropoda,,6,,Rep_1,,,,
,05/02/2019,2018-06-28,EP4,EP4-BM-28.06.18,EP4-BM-28.06.18-S,EP4-BM-28.06.18-S1,Diptera,Chironomidae,210,,Rep_1,143,15,,
,05/02/2019,2018-06-28,EP4,EP4-BM-28.06.18,EP4-BM-28.06.18-S,EP4-BM-28.06.18-S2,Coleoptera,Elmidae,1,,Rep_1,,,,
,05/02/2019,2018-06-28,EP4,EP4-BM-28.06.18,EP4-BM-28.06.18-S,EP4-BM-28.06.18-S3,Hemiptera,corixidae,3,,Rep_1,,,,
,24/04/2019,2018-06-28,HC,HC-BM-28.06.18,HC-BM-28.06.18-S,HC-BM-28.06.18-S1,Amphipoda,,279,,Rep_1,285,14,,
,24/04/2019,2018-06-28,HC,HC-BM-28.06.18,HC-BM-28.06.18-S,HC-BM-28.06.18-S2,Tricoptera,hydopsychidae,5,,Rep_1,,,,
,24/04/2019,2018-06-28,HC,HC-BM-28.06.18,HC-BM-28.06.18-S,HC-BM-28.06.18-S3,Bivalva,,1,,Rep_1,,,,
,24/04/2019,2018-06-28,HC,HC-BM-28.06.18,HC-BM-28.06.18-S,HC-BM-28.06.18-S4,Diptera,Athericidae,9,,Rep_1,,,,
,24/04/2019,2018-06-28,HC,HC-BM-28.06.18,HC-BM-28.06.18-S,HC-BM-28.06.18-S5,Diptera,Chironomidae,4,,Rep_1,,,,
Jess,14/11/2020,2018-07-02,AT,AT-BM-02-07-18,,,Gastropoda,,10,,Rep_1,,,,
Jess,14/11/2020,2018-07-02,AT,AT-BM-02-07-18,,,Coleoptera,Heteroceridae,1,,Rep_1,,,,
Jess,14/11/2020,2018-07-02,AT,AT-BM-02-07-18,,,Amphipoda,,1,,Rep_1,,,,
Jess,15/11/2020,2018-07-02,EP4,EP4-BM-02-07-18,,,Diptera,chironomidae L,95,,Rep_1,,,,
Jess,15/11/2020,2018-07-02,EP4,EP4-BM-02-07-18,,,Trichoptera,Hydropsychidae L. ,1,,Rep_1,,,,
Jess,15/11/2020,2018-07-02,EP4,EP4-BM-02-07-18,,,Coleoptera,Halpilidae L. ,2,,Rep_1,,,,
Jess,15/11/2020,2018-07-02,EP4,EP4-BM-02-07-18,,,Diptera,Dolichopodidae L. ,1,,Rep_1,,,,
Jess,3/11/2020,2018-07-02,HC,HC-BM-02-07-18,,,Amphipoda,,45,,Rep_1,,,,
Jess,3/11/2020,2018-07-02,HC,HC-BM-02-07-18,,,Odonata,,1,"Destroyed, can't ID",Rep_1,,,,
Jess,3/11/2020,2018-07-02,HC,HC-BM-02-07-18,,,Trichoptera,hydopsychidae L. ,2,,Rep_1,,,,
,12/03/2019,2018-07-12,AT,AT-BM-12.07.18,AT-BM-12.07.18-S,AT-BM-12.07.18-S-1,Coleoptera,Haliplidae,3,,Rep_1,4,9,1,halpilids
,12/03/2019,2018-07-12,AT,AT-BM-12.07.18,AT-BM-12.07.18-S,AT-BM-12.07.18-S-2,Hemiptera,corixidae,3,,Rep_1,,,,
,12/03/2019,2018-07-12,AT,AT-BM-12.07.18,AT-BM-12.07.18-S,AT-BM-12.07.18-S-3,Gastropoda,,5,,Rep_1,,,,
,12/03/2019,2018-07-12,AT,AT-BM-12.07.18,AT-BM-12.07.18-S,AT-BM-12.07.18-S-4,Coleoptera,Hydrophilidae,1,,Rep_1,,,,
,12/03/2019,2018-07-12,AT,AT-BM-12.07.18,AT-BM-12.07.18-S,AT-BM-12.07.18-S-5,Isopoda,,1,,Rep_1,,,,
,12/03/2019,2018-07-12,AT,AT-BM-12.07.18,AT-BM-12.07.18-S,AT-BM-12.07.18-S-6,Bivalva,,1,,Rep_1,,,,
,12/03/2019,2018-07-12,EP4,EP4-BM.12.07.18,EP4-BM.12.07.18-S,EP4-BM.12.07.18-S-1,Ephemeroptera,proetidae,11,,Rep_1,154,17,0,
,12/03/2019,2018-07-12,EP4,EP4-BM.12.07.18,EP4-BM.12.07.18-S,EP4-BM.12.07.18-S-2,diptera,chironomidae,83,,Rep_1,,,,
,12/03/2019,2018-07-12,EP4,EP4-BM.12.07.18,EP4-BM.12.07.18-S,EP4-BM.12.07.18-S-3,diptera,Athericidae,1,,Rep_1,,,,
,12/03/2019,2018-07-12,EP4,EP4-BM.12.07.18,EP4-BM.12.07.18-S,EP4-BM.12.07.18-S-4,Megaloptera,,1,,Rep_1,,,,
,12/03/2018,2018-07-12,HC,HC-BM-12.07.18,HC-BM-12.07.18-S,HC-BM-12.07.18-S-1,Amphipoda,,300,,Rep_1,152,137,0,tricoptera
,12/03/2019,2018-07-12,HC,HC-BM-12.07.18,HC-BM-12.07.18-S,HC-BM-12.07.18-S-2,Tricoptera,hydopsychidae,31,,Rep_1,,,,
,12/03/2019,2018-07-12,HC,HC-BM-12.07.18,HC-BM-12.07.18-S,HC-BM-12.07.18-S-1,Hymenoptera,Formicidae,2,,Rep_1,,,,
,12/03/2019,2018-07-12,HC,HC-BM-12.07.18,HC-BM-12.07.18-S,HC-BM-12.07.18-S-2,Coleoptera,Elmidae,1,,Rep_1,,,,
,12/03/2019,2018-07-12,HC,HC-BM-12.07.18,HC-BM-12.07.18-S,HC-BM-12.07.18-S-3,diptera,Tabanidae,2,,Rep_1,,,,
,06/05/2019,2018-07-16,AT,AT-BM-16.07.18,AT-BM-16.07.18-S,AT-BM-16.07.18-S1,Hirudinea,,1,,Rep_1,10,4,,
,06/05/2019,2018-07-16,AT,AT-BM-16.07.18,AT-BM-16.07.18-S,AT-BM-16.07.18-S2,Amphipoda,,1,,Rep_1,,,,
,06/05/2019,2018-07-16,AT,AT-BM-16.07.18,AT-BM-16.07.18-S,AT-BM-16.07.18-S3,Coleoptera,Dystiscidae,1,,Rep_1,,,,
,06/05/2019,2018-07-16,AT,AT-BM-16.07.18,AT-BM-16.07.18-S,AT-BM-16.07.18-S4,Gastropoda,,11,,Rep_1,,,,
,06/05/2019,2018-07-16,AT,AT-BM-16.07.18,AT-BM-16.07.18-S,AT-BM-16.07.18-S5,Bivalva,,1,,Rep_1,,,,
,05/03/2019,2018-07-16,EP4,EP4-BM-16.07.18,EP4-BM-16.07.18-S,EP4-BM-16.07.18-S1,Diptera,Chironomidae,68,,Rep_1,68,5,,
,05/03/2019,2018-07-16,EP4,EP4-BM-16.07.18,EP4-BM-16.07.18-S,EP4-BM-16.07.18-S2,Coleoptera,Dystiscidae,2,,Rep_1,,,,
,05/03/2019,2018-07-16,EP4,EP4-BM-16.07.18,EP4-BM-16.07.18-S,EP4-BM-16.07.18-S3,Plecoptera,Perlidae,1,,Rep_1,,,,
,05/03/2019,2018-07-16,EP4,EP4-BM-16.07.18,EP4-BM-16.07.18-S,EP4-BM-16.07.18-S4,Amphipoda,,1,,Rep_1,,,,
,05/03/2019,2018-07-16,HC,HC-BM-16.07.18,HC-BM-16.07.18-S,HC-BM-16.07.18-S1,Amphipoda,,165,,Rep_1,170,2,,
,05/03/2019,2018-07-16,HC,HC-BM-16.07.18,HC-BM-16.07.18-S,HC-BM-16.07.18-S2,Megaloptera,,1,,Rep_1,,,,
,05/03/2019,2018-07-16,HC,HC-BM-16.07.18,HC-BM-16.07.18-S,HC-BM-16.07.18-S3,Coleoptera,Elmidae,3,,Rep_1,,,,
,05/03/2019,2018-07-16,HC,HC-BM-16.07.18,HC-BM-16.07.18-S,HC-BM-16.07.18-S4,Diptera,Chironomidae,6,,Rep_1,,,,
,05/03/2019,2018-07-16,HC,HC-BM-16.07.18,HC-BM-16.07.18-S,HC-BM-16.07.18-S5,Diptera,Athericidae,5,,Rep_1,,,,
,05/03/2019,2018-07-16,HC,HC-BM-16.07.18,HC-BM-16.07.18-S,HC-BM-16.07.18-S6,Tricoptera,hydopsychidae,1,,Rep_1,,,,
Jess,2/11/2020,2018-07-23,AT,AT-BM-23-07-18,,,Gastropoda,,7,,Rep_1,,,,
Jess,30/10/2020,2018-07-23,EP4,EP4-BM-23-07-18,,,Diptera,chironomidae L,8,,Rep_1,,,,
Jess,3/11/2020,2018-07-23,HC,HC-BM-23-07-18,,,Amphipoda,,24,,Rep_1,,,,
Jess,3/11/2020,2018-07-23,HC,HC-BM-23-07-18,,,Trichoptera,hydopsychidae L.,3,"2 small, 1 medium",Rep_1,,,,
Jess,24/10/2020,2018-07-26,AT,AT-BM-26-07-18,,,Gastropoda,,12,,Rep_1,,,,
Jess,24/10/2020,2018-07-26,AT,AT-BM-26-07-18,, ,Annelida,,2,,Rep_1,,,,
Jess,24/10/2020,2018-07-26,AT,AT-BM-26-07-18,,,Diptera,,2,larvae,Rep_1,,,,
Jess,24/10/2020,2018-07-26,AT,AT-BM-26-07-18,,,Hemiptera,Corixidae,2,,Rep_1,,,,
Jess,29/10/2020,2018-07-26,EP4,EP4-BM-26-07-18,,,Diptera,chironomidae L,112,,Rep_1,,,,
Jess,29/10/2020,2018-07-26,EP4,EP4-BM-26-07-18,,,Diptera,Ceratopogonidae L.,1,,Rep_1,,,,
Jess,29/10/2020,2018-07-26,EP4,EP4-BM-26-07-18,,,Coleoptera,Gyrinidae L.,1,,Rep_1,,,,
Jess,20/10/2020,2018-07-26,HC,HC-BM-26-07-18,,,Amphipoda,,24,,Rep_1,,,,
Jess,20/10/2020,2018-07-26,HC,HC-BM-26-07-18,,,Diptera,chironomidae L,9,,Rep_1,,,,
Jess,20/10/2020,2018-07-26,HC,HC-BM-26-07-18,,,Diptera,,1,,Rep_1,,,,
Jess,2020-11-19,2018-10-08,EP4,EP4-BM-08-10-18,,,Diptera,chironomidae L,6,,Rep_1,,,,
,12/03/2019,2018-08-20,HC,HC-BM-20.08.18,HC-BM-20.08.18-S,HC-BM-20.08.18-S-1,Amphipoda,,3,,Rep_1,9,1,0,
,12/03/2019,2018-08-20,HC,HC-BM-20.08.18,HC-BM-20.08.18-S,HC-BM-20.08.18-S-2,diptera,chironomidae,3,,Rep_1,,,,
,12/03/2019,2018-08-20,HC,HC-BM-20.08.18,HC-BM-20.08.18-S,HC-BM-20.08.18-S-3,Coleoptera,dytiscidae,1,,Rep_1,,,,
,12/03/2019,2018-08-20,HC,HC-BM-20.08.18,HC-BM-20.08.18-S,HC-BM-20.08.18-S-4,Bivalva,,2,,Rep_1,,,,
,12/03/2019,2018-08-20,AT,AT-BM-20.08.18,AT-BM-20.08.18-S,AT-BM-20.08.18-S-1,Amphipoda,,1,,Rep_1,1,2,3,leeches
,12/03/2019,2018-08-20,AT,AT-BM-20.08.18,AT-BM-20.08.18-S,AT-BM-20.08.18-S-2,Annelida,hirudinae,2,,Rep_1,,,,
,12/03/2019,2018-08-20,AT,AT-BM-20.08.18,AT-BM-20.08.18-S,AT-BM-20.08.18-S-3,Gastropoda,,3,,Rep_1,,,,
,12/03/2019,2018-08-20,EP4,EP4-BM-20.08.18,EP4-BM-20.08.18-S,EP4-BM-20.08.18-S-1,diptera,chironomidae,29,,Rep_1,15,19,0,
,12/03/2019,2018-08-20,EP4,EP4-BM-20.08.18,EP4-BM-20.08.18-S,EP4-BM-20.08.18-S-2,Tricoptera,hydopsychidae,4,,Rep_1,,,,
,12/03/2019,2018-08-20,EP4,EP4-BM-20.08.18,EP4-BM-20.08.18-S,EP4-BM-20.08.18-S-3,Coleoptera,dytiscidae,1,,Rep_1,,,,
,12/03/2019,2018-08-20,EP4,EP4-BM-20.08.18,EP4-BM-20.08.18-S,EP4-BM-20.08.18-S-4,Ephemeroptera,baetidae,7,,Rep_1,,,,
,12/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-1,Hemiptera,corixidae,7,,Rep_1,15,9,6,
,12/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-2,Amphipoda,,1,,Rep_1,,,,
,12/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-3,Annelida,hirudinae,1,,Rep_1,,,,
,12/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-4,Coleoptera,Elmidae,1,,Rep_1,,,,
,13/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-1,Gastropoda,,18,,Rep_1,,,,
,13/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-2,Bivalva,,1,,Rep_1,,,,
,13/03/2019,2018-08-30,AT,AT-BM-30.08.18,AT-BM-30.08.18-S,AT-BM-30.08.18-S-3,Ephemeroptera,baetidae,1,,Rep_1,,,,
,13/03/2019,2018-08-30,EP4,EP4-BM-30.08.18,EP4-BM-30.08.18-S,EP4-BM-30.08.18-S-1,Amphipoda,,3,,Rep_1,12,1,0,
,13/03/2019,2018-08-30,EP4,EP4-BM-30.08.18,EP4-BM-30.08.18-S,EP4-BM-30.08.18-S-2,diptera,chironomidae,6,,Rep_1,,,,
,13/03/2019,2018-08-30,EP4,EP4-BM-30.08.18,EP4-BM-30.08.18-S,EP4-BM-30.08.18-S-3,Ephemeroptera,baetidae,2,,Rep_1,,,,
,13/03/2019,2018-08-30,EP4,EP4-BM-30.08.18,EP4-BM-30.08.18-S,EP4-BM-30.08.18-S-4,Gastropoda,,2,,Rep_1,,,,
,13/03/2019,2018-08-30,EP4,EP4-BM-30.08.18,EP4-BM-30.08.18-S,EP4-BM-30.08.18-S-5,Coleoptera,Elmidae,1,,Rep_1,,,,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-1,Amphipoda,,24,,Rep_1,33,10,0,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-2,Tricoptera,hydopsychidae,16,,Rep_1,,,,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-3,diptera,chironomidae,3,,Rep_1,,,,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-4,Gastropoda,,3,,Rep_1,,,,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-5,Coleoptera,elmidae,1,,Rep_1,,,,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-6,diptera,Athericidae,1,,Rep_1,,,,
,12/03/2019,2018-08-30,HC,HC-BM-30.08.18,HC-BM-30.08.18-S,HC-BM-30.08.18-S-7,Bivalva,,1,,Rep_1,,,,
,05/03/2019,2018-09-03,AT,AT-BM-03.09.18,AT-BM-03.09.18-S,AT-BM-03.09.18-S1,Gastropoda,,39,,Rep_1,29,10,3,
